uid,title,aired from,aired to,episodes,members,popularity,ranked,score
1636,Ai Shimai Tsubomi... Kegashite Kudasai,2004-06-25,2004-09-24,2.0,5133,5696,,6.16
10697,Asa kara Zusshiri Milk Pot,2011-07-29,2012-01-27,2.0,5982,5351,,6.15
8460,Mirai Nikki OVA,2010-12-09,,1.0,166906,659,2116.0,7.4
38817,Takarasagashi no Natsuyasumi,2014-02-01,,1.0,281,12356,,6.17
2329,Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,2006-05-26,2006-08-25,2.0,1726,8278,,6.17
37618,Meng Qi Shi Shen,2018-12-29,2019-03-09,12.0,6524,5192,2115.0,7.4
10043,Sailor Fuku Shinryou Tsumaka,2011-03-11,2011-06-10,2.0,2244,7676,,6.16
2253,Mazinger Z,1972-12-03,1974-09-01,92.0,10424,4265,2114.0,7.4
7582,Reijoku no Yakata,2010-01-15,2010-04-09,2.0,2714,7222,,6.17
31101,"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",2015-08-28,,1.0,4298,6125,,6.17
158,Maria-sama ga Miteru,2004-01-08,2004-04-01,13.0,47155,1976,2113.0,7.4
38831,Yue ni Hitozuma wa Netorareta.,2019-02-22,,,1592,8489,,6.19
33183,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,2016-10-29,,1.0,1932,8043,2112.0,7.4
39680,Shakuen no Eris,2019-06-28,,,991,9542,,6.19
1439,Lupin III: Walther P38,1997-08-01,,1.0,5064,5729,2111.0,7.4
3329,Izumo (2003),2003-01-25,2005-10-25,5.0,2279,7626,,6.18
1426,Lupin III: Part III,1984-03-03,1985-12-25,50.0,12063,4005,2110.0,7.4
3442,Ninpou Midare Karakuri,1996-08-23,1996-11-29,2.0,1728,8271,,6.18
38959,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,2019-07-07,2019-09-29,13.0,84534,1298,2109.0,7.4
28517,Ikenai Koto The Animation,2015-01-02,,1.0,3227,6842,,6.18
483,Kurau Phantom Memory,2004-06-25,2004-12-16,24.0,24070,2911,2108.0,7.4
21513,Imako System,2014-02-28,2014-05-30,2.0,3669,6516,,6.18
1808,Kamichama Karin,2007-04-06,2007-09-28,26.0,39290,2216,2107.0,7.4
188,Gosenzo San'e,1998-09-25,1999-03-25,4.0,1895,8077,,6.18
666,JoJo no Kimyou na Bouken,1993-11-19,1994-11-18,6.0,52509,1835,2105.0,7.4
37981,Kaijuu no Kodomo,2019-06-07,,1.0,14681,3730,2106.0,7.4
2341,Choujin Densetsu Urotsukidouji,1987-01-21,1989-04-10,3.0,8477,4645,,6.19
13469,Hyouka: Motsubeki Mono wa,2012-07-08,,1.0,106593,1045,2104.0,7.4
2228,Honoo no Toukyuuji: Dodge Danpei,1991-10-14,1992-09-21,47.0,3439,6671,2103.0,7.4
34015,Seikatsu Shidou!! Anime Edition,2016-10-07,2016-11-04,2.0,3846,6401,,6.2
10728,Maid Ane,2011-08-19,2011-12-16,2.0,2573,7363,,6.2
17012,Koukai Benjo The Animation,2013-03-22,2013-06-28,2.0,4337,6094,,6.2
37979,Mahou Shoujo Tokushusen Asuka,2019-01-12,2019-03-30,12.0,49585,1913,6457.0,6.42
13239,Mass Effect: Paragon Lost,2012-11-29,,1.0,7001,5016,6458.0,6.42
20539,Nameko-ke no Ichizoku,2013-12-20,2014-07-16,13.0,689,10282,6460.0,6.42
14675,Rinne no Lagrange: Kamogawa Memoria,2012-07-01,,1.0,2394,7519,6463.0,6.42
29730,Ienai Koto The Animation,2015-03-06,2016-03-07,2.0,3598,6559,,6.2
5281,Hissatsu Chikan Nin,2008-09-12,2008-12-12,2.0,2765,7179,,6.2
3107,Dark Shell: Ori no Naka no Namameki,2003-06-25,2003-09-25,2.0,3767,6447,,6.2
4491,Choisuji,2007-06-22,2007-11-23,2.0,5287,5626,,6.2
10327,Cosplay Roshutsu Kenkyuukai,2011-04-22,2011-07-22,2.0,3542,6595,,6.2
4701,Yama Hime no Mi,2007-10-26,2010-10-15,3.0,3607,6547,,6.21
9006,Rei Zero,2010-06-26,2011-04-01,2.0,2895,7096,,6.2
13379,Okusama wa Michael,2012-04-20,2014-06-06,2.0,3126,6916,,6.21
3582,Mashou no Kao,2004-07-25,,1.0,2191,7734,,6.21
7573,Bakunyuu Bomb,2009-10-09,2009-12-15,3.0,3498,6627,,6.21
40305,Subarashiki Kokka no Kizukikata,2019-09-14,,,1122,9289,,6.22
2359,Choujin Densetsu Urotsukidouji Movie,1989-03-18,,1.0,4285,6110,,6.21
2189,Shinseiki Inma Seiden,2001-03-25,2002-10-25,6.0,2031,7922,,6.22
3350,Kininaru Kimochi,2004-04-29,2006-08-11,4.0,2944,7050,,6.22
4365,"Hitou Meguri The Animation: Wakaokami, Rachiru",2006-03-24,,1.0,4152,6189,,6.22
1388,Yakin Byoutou Ni,2004-07-30,2006-01-27,5.0,3918,6335,,6.23
2191,Waver,2001-09-21,2002-04-25,3.0,2749,7189,,6.23
10286,Soukou Kijo Iris Special,2010-05-21,,1.0,1839,8145,,6.22
3074,Minerva no Kenshi,1994-12-17,1996-12-18,5.0,1819,8159,,6.23
35343,Menhera Ayuri no Yamanai Onedari: Headphone wa Hazusenai,2017-06-30,2017-08-25,2.0,3048,6988,,6.23
37939,Lilitales,2018-05-18,2018-06-29,4.0,1631,8435,,6.23
10570,Inshitsu Otaku ni Ikareru Kanojo,2011-06-24,2011-11-18,3.0,4235,6141,,6.23
1274,Injuu Gakuen EX,1996-07-26,1996-11-08,4.0,2572,7352,,6.23
35558,Ichigo Chocola Flavor,2017-07-14,2017-08-25,2.0,3388,6742,,6.23
30132,Etsuraku no Tane The Animation,2015-04-03,,1.0,3701,6503,,6.23
4494,Enyoku,2007-04-25,,1.0,2815,7151,,6.23
1331,Dragon Pink,1994-08-05,1995-07-21,3.0,4572,5958,,6.23
6635,Ayatsuri Haramase DreamNote,2009-08-28,2011-09-23,2.0,5764,5422,,6.23
4946,Angel Blade: Ultimate Edition - Tokuteneizou,2004-07-09,,1.0,2023,7926,,6.23
19629,Zecchou Rocket,2013-10-18,2013-12-13,2.0,2909,7085,,6.24
2869,Nanase Ren,2005-12-04,,1.0,4662,5907,,6.24
1444,Sol Bianca: Taiyou no Fune,1999-09-24,2000-10-06,6.0,3794,6424,6469.0,6.42
16347,Usavich V,2012-12-05,2013-07-12,13.0,1515,8616,6476.0,6.42
2859,Ikusa Otome Valkyrie Shinshou,2006-02-24,2007-05-25,2.0,2973,7034,,6.24
3538,Dorei Kaigo,2003-01-24,2003-07-25,3.0,3145,6899,,6.24
32826,Yuuki no Baton,2016-03-02,,1.0,1737,8267,6480.0,6.42
10553,Betsu ni Anta no Tame ni Ookiku Natta n ja Nai n Dakara ne!!,2011-04-15,,1.0,5476,5537,,6.23
12763,0-sen Hayato,1964-01-21,1964-10-27,38.0,465,11158,6482.0,6.41
35499,Teakamamire no Tenshi The Animation,2017-07-28,,1.0,2074,7886,,6.25
4493,Shameshrine Andorora,2001-06-15,,1.0,2303,7609,,6.25
26059,Samurai Hormone The Animation,2014-10-03,,1.0,2582,7358,,6.25
38775,Rune's Pharmacy: Tiarajima no Okusuriya-san,2018-11-30,,,1600,8476,,6.25
4490,Soap no Moko-chan,1996-06-21,,1.0,1187,9168,,6.26
214,Pia Carrot e Youkoso!! 2,1998-10-23,1999-04-23,3.0,1867,8112,,6.26
2378,Kisaku Spirit,2004-05-28,2005-07-22,3.0,2048,7900,,6.26
4363,Chikan Densha,2003-02-14,2003-05-09,2.0,3205,6855,,6.26
8577,Aki-Sora: Yume no Naka,2010-07-30,2010-11-17,2.0,55069,1778,,6.25
32016,Secret Journey,2016-01-29,2016-04-01,2.0,5566,5520,,6.27
5028,Major S5,2009-01-10,2009-06-27,25.0,47460,1969,121.0,8.45
746,Papa to Kiss in the Dark,2005-11-23,2005-12-21,2.0,38382,2241,,6.27
572,Kaze no Tani no Nausicaä,1984-03-11,,1.0,226668,461,120.0,8.45
19283,Oyako Rankan The Animation,2013-09-27,,1.0,2662,7295,,6.27
136,Hunter x Hunter,1999-10-16,2001-03-31,62.0,301781,321,119.0,8.45
28171,Shokugeki no Souma,2015-04-04,2015-09-26,24.0,840130,52,118.0,8.46
30262,Okane ga Nai Specials,2007-02-09,2007-12-21,4.0,3182,6889,,6.27
877,Nana,2006-04-05,2007-03-28,47.0,317879,308,117.0,8.46
24415,Kuroko no Basket 3rd Season,2015-01-11,2015-06-30,25.0,382371,232,116.0,8.46
6235,Immoral,2005-04-29,2005-08-26,2.0,3347,6748,,6.27
25457,Avengers Confidential: Black Widow to Punisher,2014-03-11,,1.0,3665,6515,6484.0,6.41
2858,Ikusa Otome Valkyrie,2004-12-24,2005-01-28,2.0,5416,5565,,6.27
5205,Kara no Kyoukai 7: Satsujin Kousatsu (Kou),2009-08-08,,1.0,142404,777,114.0,8.46
1275,Can Can Bunny Extra,1996-01-19,1997-04-21,6.0,2772,7176,,6.27
392,Yuu☆Yuu☆Hakusho,1992-10-10,1995-01-07,112.0,358442,257,113.0,8.47
10162,Usagi Drop,2011-07-08,2011-09-16,11.0,329959,293,112.0,8.47
38889,Kono Oto Tomare! 2nd Season,2019-10-06,2019-12-29,13.0,33754,2398,115.0,8.47
2021,Youkou no Ken,2004-05-28,2004-07-23,2.0,2507,7414,,6.28
25669,Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,2014-10-31,,1.0,2108,7846,,6.28
5213,Houkago 2: Saiyuri,2008-07-25,,1.0,3270,6805,,6.28
16498,Shingeki no Kyojin,2013-04-07,2013-09-29,25.0,1754979,2,111.0,8.47
1895,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,2002-05-25,,1.0,3229,6832,,6.28
15605,Brothers Conflict,2013-07-02,2013-09-17,12.0,114489,990,6487.0,6.41
22535,Kiseijuu: Sei no Kakuritsu,2014-10-09,2015-03-26,24.0,897482,44,110.0,8.47
3303,Momiji,2002-04-25,2003-08-25,4.0,2133,7801,,6.29
9312,Mofukuzuma,2010-10-29,2011-04-29,2.0,4366,6070,,6.29
23101,Kuraibito,2014-06-27,,1.0,4317,6099,,6.29
777,Hellsing Ultimate,2006-02-10,2012-12-26,10.0,542476,113,109.0,8.47
37967,"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",2018-01-06,,3.0,5370,5620,6488.0,6.41
2921,Ashita no Joe 2,1980-10-13,1981-08-31,47.0,20735,3131,108.0,8.47
33697,Gravity Daze The Animation: Ouverture,2016-12-26,,1.0,3675,6514,6494.0,6.41
32843,Senki Zesshou Symphogear XV,2019-07-07,2019-09-29,13.0,20824,3139,107.0,8.48
3147,Me gumi no Daigo: Kajiba no Baka Yarou,1999-07-27,,1.0,804,9959,6505.0,6.41
34661,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,2016-12-31,,1.0,2150,7792,6507.0,6.41
2336,Hikaru no Go: New Year Special,2002-01-01,,1.0,8481,4643,2102.0,7.4
714,High School! Kimengumi,1985-10-20,1987-10-03,86.0,2263,7652,2101.0,7.4
8857,Nichijou: Nichijou no 0-wa,2011-03-12,,1.0,56653,1738,2118.0,7.4
2929,Moonlight Mile 2nd Season: Touch Down,2007-09-13,2007-12-13,14.0,3786,6429,2117.0,7.4
10928,Nogizaka Haruka no Himitsu: Finale,2012-08-19,2012-11-28,4.0,28863,2628,2119.0,7.4
573,Saber Marionette J,1996-10-01,1997-03-25,25.0,23728,2930,2123.0,7.4
4715,Shigofumi: Sore kara,2008-09-26,,1.0,14328,3740,2126.0,7.4
7662,Shinrei Tantei Yakumo,2010-10-03,2010-12-26,13.0,103895,1070,2127.0,7.4
32105,Sousei no Onmyouji,2016-04-06,2017-03-29,50.0,289203,337,2129.0,7.4
4304,Kodomo no Jikan,2000-12-16,2002-12-18,7.0,8359,4664,,6.29
8339,Kachou no Koi,2010-03-26,,1.0,10126,4320,,6.29
32982,Imakara Atashi......,2016-09-30,2016-12-02,2.0,3182,6885,,6.29
36109,Boku dake no Hentai Kanojo Motto♥ The Animation,2017-09-01,,1.0,3628,6569,,6.29
5324,Yakin Byoutou Kranke,2005-05-27,2005-11-25,3.0,3208,6852,,6.3
18695,Toriko no Chigiri,2013-12-06,2014-03-07,2.0,3334,6777,,6.3
316,Nageki no Kenkou Yuuryouji,1994-08-05,1995-10-13,3.0,3934,6326,,6.3
7179,Makai Tenshi Djibril 3,2009-09-25,2010-02-19,2.0,4091,6224,,6.3
2868,Kazama Mana,2006-08-25,,1.0,4682,5898,,6.3
11969,Love Bitch: Yasashii Onna,2011-12-22,,1.0,3743,6460,,6.3
1272,Injuu Gakuen La Blue Girl,1992-06-26,1993-09-10,6.0,6646,5123,,6.3
35781,Boku dake no Hentai Kanojo The Animation,2017-08-04,,1.0,3873,6396,,6.3
34530,Anata wa Watashi no Mono,2017-04-28,2017-08-11,2.0,4587,5978,,6.3
34312,Saimin Class,2016-12-23,2017-02-10,2.0,3614,6564,,6.31
33104,Rance 01: Hikari wo Motomete The Animation - Leazas no Yami,2016-01-29,,1.0,2714,7270,,6.31
211,Pure Mail,2001-09-25,2001-12-21,2.0,2761,7185,,6.31
27747,Jokei Kazoku III: Himitsu - The Anime,2014-11-07,,1.0,2536,7396,,6.31
2871,Bakunyuu Oyako,2004-06-11,2004-09-10,2.0,8257,4690,,6.31
34311,Ecchi na Shintai Sokutei Anime Edition,2016-12-02,,1.0,3367,6759,,6.31
3680,Ai no Katachi: Ecchi na Onnanoko wa Kirai... Desu ka?,2008-02-25,2008-06-25,2.0,5138,5693,,6.31
1510,Imouto de Ikou!,2003-06-26,2003-09-25,2.0,3425,6686,,6.32
9008,Netorare Fighter Yaricchingu!,2010-07-16,2011-02-18,3.0,3424,6698,,6.31
36033,Kagirohi: Shaku Kei - Another,2017-10-27,2018-02-23,4.0,3014,7017,,6.32
3062,Futago no Haha Seihonnou,2005-05-25,2005-08-25,2.0,3429,6680,,6.32
7268,Diabolus: Kikoku,2009-12-21,2010-02-26,2.0,4888,5800,,6.32
15845,Chikan no Licence,2012-11-16,2013-01-18,2.0,4900,5806,,6.32
38141,Soredemo Tsuma wo Aishiteru 2,2018-12-07,,,1952,8016,,6.33
5212,Saimin Gakuen,2008-08-08,2008-11-14,2.0,4736,5876,,6.33
16091,Mouryou no Nie,2012-12-21,2013-03-15,2.0,2939,7054,,6.33
2945,Hitozuma Ryoujoku Sankanbi,2005-02-25,2005-05-25,2.0,3822,6406,,6.33
5653,Mahou Shoujo Ai San: The Anime,2009-01-25,2009-05-25,3.0,2822,7136,,6.33
3802,Gakuen Nanafushigi,2003-10-25,2004-02-25,2.0,2885,7093,,6.33
25055,Furifure The Animation,2014-09-26,,1.0,4098,6236,,6.33
3385,Dorei Ichiba,2002-05-31,2002-11-28,3.0,2987,7016,,6.33
1389,Yakin Byoutou San,2005-07-29,2006-01-27,3.0,3911,6344,,6.34
3998,Tokumu Sousakan Rei & Fuko,2006-10-10,2008-02-29,4.0,2431,7476,,6.34
2431,Nikuyoku Gangu Takuhainin,2002-07-18,2002-11-18,3.0,2216,7709,,6.34
1339,Cool Devices,1995-04-25,1997-11-28,11.0,5443,5550,,6.34
217,Shin Angel,1994-10-21,1995-11-22,5.0,2133,7805,,6.35
34491,Sagurare Otome The Animation,2017-01-06,,1.0,3677,6529,,6.35
14657,Netorare Zuma,2012-04-17,,1.0,4598,5959,,6.35
24357,Mokkai Shiyo?,2014-07-04,,1.0,3942,6332,,6.35
3916,Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,2007-06-22,2007-08-24,2.0,4264,6124,,6.35
31995,Kowaremono The Animation,2015-12-04,,1.0,4377,6078,,6.35
5686,Himekishi Angelica,2008-01-25,2008-07-25,2.0,3629,6533,,6.35
4521,Watt Poe to Bokura no Ohanashi,1988-08-12,,1.0,355,11743,6526.0,6.41
2875,Chikan Monogatari,2006-08-11,2007-01-12,2.0,4235,6143,,6.35
753,Chijoku Shinsatsushitsu,2003-05-25,2003-09-25,2.0,4024,6265,,6.35
2917,Seijun Kango Gakuin,2002-10-25,2003-05-30,3.0,2839,7130,,6.36
8292,Seitokaichou Hikaru,2010-04-23,,1.0,4175,6174,,6.36
29916,Kedamono-tachi no Sumu Ie de,2015-04-24,2015-11-20,2.0,4485,6025,,6.36
3324,Discode: Ijou Seiai,2004-08-13,2005-05-27,3.0,6154,5293,,6.36
29852,Boku no Yayoi-san,2015-02-27,,2.0,4108,6230,,6.36
38865,Bitch Gakuen ga Seijun na Hazu ga Nai!!? The Animation,2019-03-29,2019-06-28,2.0,1748,8301,,6.36
27881,Ana no Oku no Ii Tokoro,2014-12-12,2015-02-13,2.0,4173,6187,,6.36
2507,Tsuma Tsuma,2005-07-29,2005-09-30,2.0,3231,6831,,6.37
1113,One: Kagayaku Kisetsu e - True Stories,2003-11-21,2004-05-28,3.0,2592,7338,,6.37
31652,Taimanin Asagi 2,2015-10-30,,2.0,4975,5778,,6.37
9588,Kyouiku Shidou The Animation,2010-11-19,,1.0,4251,6131,,6.37
733,Kizuna,1994-08-12,1995-09-29,2.0,8811,4568,,6.37
36051,Hitozuma Life: One Time Gal,2017-09-08,2017-12-08,2.0,2955,7057,,6.37
17747,Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,2013-05-31,2013-08-30,2.0,5191,5680,,6.37
6402,Bakunyuu Maid Kari,2009-04-24,2009-07-24,2.0,3882,6359,,6.37
18959,Waisetsu Missile The Animation,2013-08-30,,1.0,4619,5941,,6.38
11523,Shiofuki Mermaid,2011-10-28,,1.0,2699,7248,,6.38
5259,Rance: Sabaku no Guardian,1994-07-22,,2.0,4472,6012,,6.38
2445,Maple Colors,2004-12-25,2005-03-25,2.0,4334,6085,,6.38
1359,Nikutai Ten'i,2003-12-21,2004-03-25,2.0,8930,4544,,6.38
33153,Houkago Initiation,2016-06-17,2016-09-02,2.0,3791,6440,,6.38
5321,Futari no Aniyome,2006-06-25,2007-02-25,2.0,2776,7170,,6.38
3403,The Guts!,2005-02-25,2005-09-22,2.0,4814,5841,,6.39
19101,Shin Hitou Meguri,2013-08-30,2016-08-26,2.0,4843,5832,,6.39
1633,Shintaisou: Kari,2002-10-25,2003-08-22,4.0,5456,5547,,6.39
24763,Robot Girls Z Specials,2014-06-13,2014-08-08,3.0,2384,7528,6573.0,6.4
2138,Kage (OVA),2004-03-26,2004-12-26,4.0,4717,5886,,6.4
15839,Hitou Meguri Kakure Yu: Mao-hen,2013-02-02,2013-05-03,2.0,5067,5735,,6.4
4816,Gakuen 2,2007-06-29,2008-06-27,2.0,3424,6683,,6.4
2533,D+vine Luv,2001-05-25,2002-02-22,4.0,2920,7061,,6.4
31740,Chicchana Onaka,2015-10-02,2016-07-01,3.0,5537,5530,,6.4
2324,Angel Blade,2001-12-14,2003-04-11,3.0,8134,4725,,6.4
15095,Shin Koihime†Musou OVA Omake,2010-07-07,,1.0,1460,8699,6575.0,6.4
37287,Tsuma Netori: Ryoujoku Rinne,2018-03-16,,1.0,2028,7944,,6.41
38975,Sansha Mendan: Rensa Suru Chijoku Choukyou no Gakuen,2019-03-29,,,1761,8236,,6.42
5993,Samayou Midara na Lunatics,2009-01-24,2009-12-19,2.0,2909,7079,,6.41
10392,Pet Life,2011-12-16,,1.0,4482,6015,,6.41
2148,Okane ga Nai,2007-02-09,2007-12-21,4.0,36132,2311,,6.41
6220,Musuko no Tomodachi ni Okasarete,2009-03-13,2009-06-12,2.0,3342,6757,,6.41
2194,Mejoku,2004-12-10,2005-03-11,2.0,4345,6082,,6.41
13217,Hishoka Drop The Animation,2012-05-25,,1.0,3147,6906,,6.41
2134,Famiresu Senshi Purin,2004-05-25,2005-02-25,3.0,3365,6736,,6.41
23519,Enbi,2014-05-02,2014-09-05,2.0,2931,7073,,6.41
29703,Ikoku na Retro,2015-04-24,,1.0,3083,6971,,6.41
37089,Cherry & Gal's↑↑,2018-02-09,2018-03-09,2.0,4701,5915,,6.41
12955,Cele Kano,2012-04-20,2012-07-20,2.0,3179,6877,,6.41
2861,Seifuku Shojo The Animation,2004-02-27,2004-05-28,2.0,3809,6415,,6.42
22119,PeroPero☆Teacher,2014-06-13,,3.0,5014,5761,,6.42
22655,Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,2014-05-30,2016-01-29,4.0,3927,6342,,6.42
30269,Momoiro Milk,2015-05-22,2015-08-07,2.0,3009,7018,,6.42
6685,Mesu Kyoushi: Injoku no Kyoushitsu,2009-06-25,2010-05-21,3.0,3592,6556,,6.42
5832,Tiger Mask Nisei,1981-04-20,1982-01-18,33.0,4029,6258,2130.0,7.4
35249,Uma Musume: Pretty Derby (TV),2018-04-02,2018-06-18,13.0,64377,1588,2132.0,7.4
8653,Mahou Shoujo Isuka,2010-04-24,2011-08-26,3.0,3963,6311,,6.42
16187,"Marriage Blue: ""Konyakusha ga Iru no ni, Doushite Konna Otoko ni......""",2013-03-22,,1.0,3097,6950,,6.42
8111,Last Waltz: Hakudaku Mamire no Natsu Gasshuku,2010-04-30,2010-10-29,2.0,4275,6113,,6.42
19857,Kagachi-sama Onagusame Tatematsurimasu: Netorare Mura Inya Hanashi The Animation,2013-10-25,,1.0,4305,6115,,6.42
24273,Iinari! Saimin Kanojo,2015-02-10,2015-05-01,2.0,5466,5557,,6.42
34937,Ichinen Buri no The Animation,2017-03-03,,1.0,2942,7071,,6.42
6337,Hitoriga The Animation,2009-06-26,2010-09-22,4.0,4756,5870,,6.42
18151,Saimin Jutsu Zero,2013-05-17,2013-09-06,2.0,3756,6456,,6.43
5209,Manin Densha,2005-05-27,2009-04-24,3.0,4736,5878,,6.43
23477,Kakushi Dere Special,2013-11-29,,1.0,2150,7804,,6.43
1387,Yakin Byoutou,2000-12-08,2004-01-30,10.0,8956,4539,,6.44
2590,Genmukan,2003-03-21,2003-05-22,2.0,5046,5737,,6.43
36137,Succubu-ist Story The Animation,2017-10-06,,1.0,3710,6508,,6.44
9638,Ore wa Kanojo wo Shinjiteru!,2011-05-27,,1.0,8040,4759,,6.44
18455,M Ogui: Last Order,2013-06-21,,1.0,4669,5912,,6.44
22901,Love es M The Animation,2014-05-30,,1.0,2719,7232,,6.44
9467,Kanojo ga Mimai ni Konai Wake,2010-11-19,2013-06-21,3.0,4573,5965,,6.43
31894,"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",2015-09-30,,1.0,1558,8526,6578.0,6.4
26443,Triage X,2015-04-09,2015-06-11,10.0,99492,1102,6579.0,6.4
8655,Bijukubo,2010-07-09,2010-10-08,2.0,5100,5717,,6.43
6891,Soukan Yuugi 2,2009-09-11,2009-12-11,2.0,3850,6384,,6.46
10421,Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,2011-05-27,,1.0,4572,5964,,6.44
37127,Saimin☆Gakuen,2018-03-30,,,2608,7324,,6.46
11749,Oshioki: Gakuen Reijou Kousei Keikaku,2011-11-18,2012-06-15,3.0,4087,6234,,6.46
2870,Yagami Yuu,2006-12-21,,1.0,5746,5430,,6.47
8289,Toumei Ningen R,2010-03-12,2010-06-11,2.0,3416,6692,,6.47
7583,Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,2009-12-21,2010-03-26,2.0,3848,6385,,6.47
36122,Ryuudouji Shimon no Inbou,2017-10-20,2018-04-20,2.0,2680,7287,,6.47
8837,Taimanin Asagi Special,2009-05-01,,1.0,3925,6343,,6.47
34492,Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution,2017-02-24,2017-08-18,4.0,5768,5435,,6.47
18653,JK to Orc Heidan: Aku Buta Oni ni Ryougyaku Sareta Seijo Gakuen,2013-07-26,2014-02-28,2.0,5038,5746,,6.47
9849,Akina to Onsen de H Shiyo!,2010-11-17,,1.0,6636,5130,,6.47
33865,8-shaku 8-wa Kerakumeguri: Igyou Kaikitan The Animation,2016-11-25,2017-12-22,3.0,4823,5862,,6.47
4714,The Rapeman,1994-10-28,,2.0,5080,5718,,6.48
2883,Iyashite Agerun Saiyuuki,2007-02-23,,1.0,4717,5885,,6.48
823,Virgin Night,2001-06-25,,1.0,3181,6869,,6.49
3050,Panchira Teacher,2004-11-26,2005-02-25,2.0,7129,4977,,6.49
33138,Nama Lo Re: Namakemono The Animation,2016-06-03,,1.0,4117,6231,,6.49
10256,Shion Special,2010-10-01,,1.0,1471,8691,,6.49
5643,Kimi no Na wo Yobeba,2008-11-28,2009-02-27,2.0,3632,6531,,6.49
14659,Hump Bang,2012-08-17,2012-12-21,2.0,3012,7012,,6.49
38038,Elf no Oshiego to Sensei,2018-08-03,2018-12-07,2.0,2510,7443,,6.49
3995,Tokubetsu Byoutou,2007-10-25,2008-03-25,2.0,3968,6307,,6.5
30128,Allargando The Animation,2015-05-22,,1.0,4198,6177,,6.49
38107,Maken no Hime wa Ero Ero Desu,2018-10-26,,,1889,8079,,6.5
6986,Kansen: Inyoku no Rensa,2009-10-30,2009-12-25,2.0,5797,5413,,6.5
17543,D-Spray,2013-04-05,,1.0,3071,6970,,6.5
2325,Angel Blade Punish!,2004-12-29,2005-09-09,3.0,5407,5567,,6.5
7581,Otome Chibaku Yuugi,2010-01-29,2010-03-26,2.0,3904,6349,,6.51
2275,Saishuu Chikan Densha,2002-09-25,2003-02-25,3.0,3458,6658,,6.51
1785,Little Monica Monogatari,2002-04-05,2002-07-05,2.0,7554,4857,,6.51
9309,Kansen 3: Shuto Houkai,2010-09-24,2010-12-24,2.0,4255,6129,,6.51
36755,Juvenile Pornography The Animation,2017-12-01,,1.0,4186,6215,,6.51
2188,Maid in Heaven SuperS,2005-10-28,2005-11-25,2.0,6243,5266,,6.51
10792,Haramasete Seiryuu-kun!,2011-06-24,2012-01-31,2.0,4860,5824,,6.51
10851,Euphoria,2011-12-11,2016-02-26,6.0,32447,2473,,6.51
3917,Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,2007-08-24,2007-11-22,2.0,2421,7486,,6.51
34030,Bokura no Sex,2016-11-25,2017-01-27,2.0,3885,6381,,6.51
9721,Aisai Nikki,2010-12-22,,1.0,7745,4822,,6.51
36689,Kyonyuu Dosukebe Gakuen,2018-10-05,2018-12-07,2.0,3675,6540,,6.52
9545,Elf Hime Nina,2010-10-29,2012-05-16,3.0,4300,6104,,6.52
2276,Shin Saishuu Chikan Densha,2004-08-25,2005-05-25,3.0,3137,6910,,6.53
13223,Bible Black: New Testament Recap,2008-06-25,,1.0,4539,5987,,6.52
1360,Makai Tenshi Djibril,2004-11-26,2005-06-24,4.0,7616,4841,,6.53
8753,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,1991-11-17,1992-05-24,26.0,397,11522,6581.0,6.4
5088,Fabre-sensei wa Meitantei,2000-04-11,2000-10-17,26.0,519,10914,6594.0,6.39
28915,Hidamari Sketch x ☆☆☆ Recap,2012-09-26,,1.0,905,9737,6598.0,6.39
2302,Mobile Suit SD Gundam Mk I,1988-03-12,1988-05-25,3.0,3278,6804,6608.0,6.39
15015,Shin Koihime†Musou: Otome Tairan OVA Omake,2011-02-02,,1.0,1440,8726,6615.0,6.39
27811,Zhong Hua Xiao Zi,2006-12-16,,26.0,389,11579,6629.0,6.39
2394,Ma ga Ochiru Yoru,2006-08-25,2006-12-22,3.0,3725,6464,,6.53
34893,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,2017-03-10,2017-03-17,2.0,2320,7608,6634.0,6.38
36956,Jewelry The Animation,2018-01-05,,1.0,3110,6956,,6.53
27879,Eromame,2014-12-19,2015-03-27,2.0,3590,6620,,6.53
1783,Imouto Jiru,2003-11-25,2004-03-25,2.0,8437,4652,,6.53
